 51 2002.114976 1.322E-25 2.960E+01.04650.049 3579.97510.67-.002819              2              1                    P 27      47562310 8 5 5 1 8    53.0   55.0
 51 2003.667980 1.518E-22 1.482E+01.04380.046 2023.37150.67-.002810              1              0                    P 32      47562310 8 5 5 1 8    63.0   65.0
 51 2003.977306 8.196E-29 4.465E+01.05030.053 5130.79260.67-.002832              3              2                    P 21      47566310 8 5 5 1 8    41.0   43.0
 51 2006.783603 2.098E-25 2.982E+01.04710.050 3477.58510.67-.002822              2              1                    P 26      47562310 8 5 5 1 8    51.0   53.0
 51 2008.421529 1.149E-28 4.499E+01.05100.054 5051.74320.67-.002832              3              2                    P 20      47566310 8 5 5 1 8    39.0   41.0
 51 2008.525447 2.669E-22 1.493E+01.04430.047 1901.13080.67-.002811              1              0                    P 31      47562310 8 5 5 1 8    61.0   63.0
 51 2011.421036 3.266E-25 3.005E+01.04770.051 3378.95370.67-.002824              2              1                    P 25      47562310 8 5 5 1 8    49.0   51.0
 51 2012.833683 1.577E-28 4.534E+01.05170.055 4976.43800.67-.002831              3              2                    P 19      47566310 8 5 5 1 8    37.0   39.0
 51 2013.352445 4.604E-22 1.505E+01.04480.047 1782.66240.67-.002813              1              0                    P 30      47562310 8 5 5 1 8    59.0   61.0
 51 2016.027127 4.982E-25 3.027E+01.04830.051 3284.08460.67-.002827              2              1                    P 24      47562310 8 5 5 1 8    47.0   49.0
 51 2017.213622 2.119E-28 4.570E+01.05240.056 4904.87990.68-.002828              3              2                    P 18      47566310 8 5 5 1 8    35.0   37.0
 51 2018.148829 7.789E-22 1.516E+01.04540.048 1667.97090.67-.002815              1              0                    P 29      47562310 8 5 5 1 8    57.0   59.0
 51 2020.601731 7.449E-25 3.050E+01.04900.052 3192.98150.67-.002829              2              1                    P 23      47562310 8 5 5 1 8    45.0   47.0
 51 2021.561200 2.788E-28 4.606E+01.05310.057 4837.07170.69-.002822              3              2                    P 17      47566310 8 5 5 1 8    33.0   35.0
 51 2022.914454 1.292E-21 1.527E+01.04600.049 1557.06070.67-.002817              1              0                    P 28      47562310 8 5 5 1 8    55.0   57.0
 51 2025.144704 1.092E-24 3.073E+01.04960.053 3105.64790.67-.002831              2              1                    P 22      47562310 8 5 5 1 8    43.0   45.0
 51 2025.876271 3.590E-28 4.644E+01.05380.058 4773.01610.70-.002814              3              2                    P 16      47566310 8 5 5 1 8    31.0   33.0
 51 2027.649176 2.102E-21 1.539E+01.04650.049 1449.93600.67-.002819              1              0                    P 27      47562310 8 5 5 1 8    53.0   55.0
 51 2029.655898 1.567E-24 3.097E+01.05030.053 3022.08730.67-.002832              2              1                    P 21      47562310 8 5 5 1 8    41.0   43.0
 51 2030.158689 4.521E-28 4.683E+01.05450.059 4712.71560.71-.002803              3              2                    P 15      47566310 8 5 5 1 8    29.0   31.0
 51 2032.352847 3.351E-21 1.550E+01.04710.050 1346.60080.67-.002822              1              0                    P 26      47562310 8 5 5 1 8    51.0   53.0
 51 2034.135168 2.204E-24 3.121E+01.05100.054 2942.30280.67-.002832              2              1                    P 20      47566310 8 5 5 1 8    39.0   41.0
 51 2034.408306 5.566E-28 4.724E+01.05530.059 4656.17240.72-.002787              3              2                    P 14      47566310 8 5 5 1 8    27.0   29.0
 51 2037.025324 5.239E-21 1.562E+01.04770.051 1247.05920.67-.002824              1              0                    P 25      47562310 8 5 5 1 8    49.0   51.0
 51 2038.582368 3.036E-24 3.145E+01.05170.055 2866.29750.67-.002831              2              1                    P 19      47566310 8 5 5 1 8    37.0   39.0
 51 2038.624978 6.693E-28 4.766E+01.05610.060 4603.38890.73-.002765              3              2                    P 13      47566310 8 5 5 1 8    25.0   27.0
 51 2041.666460 8.026E-21 1.573E+01.04830.051 1151.31500.67-.002827              1              0                    P 24      47562310 8 5 5 1 8    47.0   49.0
 51 2042.808556 7.856E-28 4.811E+01.05690.062 4554.36700.74-.002736              3              2                    P 12      47566310 8 5 5 1 8    23.0   25.0
 51 2042.997352 4.094E-24 3.170E+01.05240.056 2794.07440.68-.002828              2              1                    P 18      47566310 8 5 5 1 8    35.0   37.0
 51 2046.276109 1.205E-20 1.585E+01.04900.052 1059.37180.67-.002980              1              0                    P 23      47562310 8 5 5 1 1    45.0   47.0
 51 2046.958896 8.991E-28 4.859E+01.05770.063 4509.10880.75-.002699              3              2                    P 11      47566310 8 5 5 1 8    21.0   23.0
 51 2047.379973 5.404E-24 3.195E+01.05310.057 2725.63610.69-.002822              2              1                    P 17      47566310 8 5 5 1 8    33.0   35.0
 51 2050.854126 1.773E-20 1.597E+01.04960.053  971.23320.67-.003350              1              0                    P 22      47562310 8 5 5 1 1    43.0   45.0
 51 2051.075849 1.002E-27 4.912E+01.05860.064 4467.61580.75-.002651              3              2                    P 10      47566310 8 5 5 1 8    19.0   21.0
 51 2051.730086 6.978E-24 3.221E+01.05380.058 2660.98550.70-.002814              2              1                    P 16      47566310 8 5 5 1 8    31.0   33.0
 51 2055.159270 1.085E-27 4.970E+01.05950.065 4429.88980.75-.002591              3              2                    P  9      47566310 8 5 5 1 8    17.0   19.0
 51 2055.400364 2.555E-20 1.610E+01.05030.053  886.90240.67-.003630              1              0                    P 21      47562310 8 5 5 1 1    41.0   43.0
 51 2056.047543 8.812E-24 3.248E+01.05450.059 2600.12490.71-.002803              2              1                    P 15      47566310 8 5 5 1 8    29.0   31.0
 51 2059.209012 1.140E-27 5.036E+01.06060.066 4395.93220.75-.002514              3              2                    P  8      47566310 8 5 5 1 8    15.0   17.0
 51 2059.914677 3.607E-20 1.622E+01.05100.054  806.38280.67-.003050              1              0                    P 20      47566310 8 5 5 1 1    39.0   41.0
 51 2060.332198 1.088E-23 3.277E+01.05530.059 2543.05670.72-.002787              2              1                    P 14      47566310 8 5 5 1 8    27.0   29.0
 51 2063.224928 1.158E-27 5.115E+01.06180.068 4365.74430.75-.002418              3              2                    P  7      47566310 8 5 5 1 8    13.0   15.0
 51 2064.396920 4.985E-20 1.635E+01.05170.055  729.67740.67-.003410              1              0                    P 19      47566310 8 5 5 1 1    37.0   39.0
 51 2064.583906 1.311E-23 3.306E+01.05610.060 2489.78310.73-.002765              2              1                    P 13      47566310 8 5 5 1 8    25.0   27.0
 51 2067.206871 1.130E-27 5.211E+01.06320.069 4339.32740.74-.002298              3              2                    P  6      47566310 8 5 5 1 8    11.0   13.0
 51 2068.802518 1.542E-23 3.337E+01.05690.062 2440.30620.74-.002736              2              1                    P 12      47566310 8 5 5 1 8    23.0   25.0
 51 2068.846945 6.744E-20 1.648E+01.05240.056  656.78920.68-.003500              1              0                    P 18      47566310 8 5 5 1 1    35.0   37.0
 51 2071.154695 1.054E-27 5.338E+01.06510.071 4316.68240.74-.002148              3              2                    P  5      47566310 8 5 5 1 8     9.0   11.0
 51 2072.987889 1.769E-23 3.371E+01.05770.063 2394.62790.75-.002699              2              1                    P 11      47566310 8 5 5 1 8    21.0   23.0
 51 2073.264607 8.929E-20 1.661E+01.05310.057  587.72090.69-.003350              1              0                    P 17      47566310 8 5 5 1 1    33.0   35.0
 51 2075.068253 9.256E-28 5.522E+01.06770.074 4297.81020.74-.001961              3              2                    P  4      47566310 8 5 5 1 8     7.0    9.0
 51 2077.139872 1.975E-23 3.408E+01.05860.064 2352.74990.75-.002651              2              1                    P 10      47566310 8 5 5 1 8    19.0   21.0
 51 2077.649758 1.156E-19 1.674E+01.05380.058  522.47510.70-.003290              1              0                    P 16      47566310 8 5 5 1 1    31.0   33.0
 51 2078.947398 7.485E-28 5.831E+01.07120.077 4282.71160.74-.001726              3              2                    P  3      47566310 8 5 5 1 8     5.0    7.0
 51 2081.258320 2.143E-23 3.448E+01.05950.065 2314.67390.75-.002591              2              1                    P  9      47566310 8 5 5 1 8    17.0   19.0
 51 2082.002254 1.464E-19 1.689E+01.05450.059  461.05450.71-.003260              1              0                    P 15      47566310 8 5 5 1 1    29.0   31.0
 51 2082.791982 5.282E-28 6.515E+01.07570.081 4271.38710.75-.001431              3              2                    P  2      47566310 8 5 5 1 8     3.0    5.0
 51 2085.343087 2.255E-23 3.494E+01.06060.066 2280.40130.75-.002514              2              1                    P  8      47566310 8 5 5 1 8    15.0   17.0
 51 2086.321945 1.812E-19 1.703E+01.05530.059  403.46120.72-.003350              1              0                    P 14      47566310 8 5 5 1 1    27.0   29.0
 51 2086.601860 2.745E-28 9.827E+01.08030.087 4263.83720.76-.001060              3              2                    P  1      47566310 8 5 5 1 8     1.0    3.0
 51 2089.394025 2.292E-23 3.548E+01.06180.068 2249.93340.75-.002418              2              1                    P  7      47566310 8 5 5 1 8    13.0   15.0
 51 2090.608687 2.189E-19 1.719E+01.05610.060  349.69750.73-.003510              1              0                    P 13      47566310 8 5 5 1 1    25.0   27.0
 51 2093.410988 2.241E-23 3.615E+01.06320.069 2223.27140.74-.002298              2              1                    P  6      47566310 8 5 5 1 8    11.0   13.0
 51 2094.116908 2.806E-28 3.312E+01.08030.087 4260.06220.76-.002018              3              2                    R  0      47566310 8 5 5 1 8     3.0    1.0
 51 2094.862333 2.581E-19 1.735E+01.05690.062  299.76560.74-.003410              1              0                    P 12      47566310 8 5 5 1 1    23.0   25.0
 51 2097.393829 2.091E-23 3.704E+01.06510.071 2200.41640.74-.002148              2              1                    P  5      47566310 8 5 5 1 8     9.0   11.0
 51 2097.821784 5.521E-28 3.996E+01.07570.081 4263.83720.75-.001922              3              2                    R  1      47566310 8 5 5 1 8     5.0    3.0
 51 2099.082735 2.967E-19 1.752E+01.05770.063  253.66720.75-.003620              1              0                    P 11      47566310 8 5 5 1 1    21.0   23.0
 51 2101.342401 1.839E-23 3.831E+01.06770.074 2181.36920.74-.001961              2              1                    P  4      47566310 8 5 5 1 8     7.0    9.0
 51 2101.491366 7.998E-28 4.304E+01.07120.077 4271.38710.74-.001841              3              2                    R  2      47566310 8 5 5 1 8     7.0    5.0
 51 2103.269747 3.319E-19 1.771E+01.05860.064  211.40410.75-.003570              1              0                    P 10      47566310 8 5 5 1 1    19.0   21.0
 51 2105.125507 1.011E-27 4.488E+01.06770.074 4282.71160.74-.001780              3              2                    R  3      47566310 8 5 5 1 8     9.0    7.0
 51 2105.256557 1.488E-23 4.046E+01.07120.077 2166.13050.74-.001726              2              1                    P  3      47566310 8 5 5 1 8     5.0    7.0
 51 2107.423223 3.607E-19 1.793E+01.05950.065  172.97800.75-.003590              1              0                    P  9      47566310 8 5 5 1 1    17.0   19.0
 51 2108.724059 1.177E-27 4.614E+01.06510.071 4297.81020.74-.001736              3              2                    R  4      47566310 8 5 5 1 8    11.0    9.0
 51 2109.136151 1.051E-23 4.521E+01.07570.081 2154.70100.75-.001431              2              1                    P  2      47566310 8 5 5 1 8     3.0    5.0
 51 2111.543014 3.801E-19 1.817E+01.06060.066  138.39040.75-.003580              1              0                    P  8      47566310 8 5 5 1 1    15.0   17.0
 51 2112.286877 1.291E-27 4.709E+01.06320.069 4316.68240.74-.001710              3              2                    R  5      47566310 8 5 5 1 8    13.0   11.0
 51 2112.981035 5.463E-24 6.819E+01.08030.087 2147.08110.76-.001060              2              1                    P  1      47566310 8 5 5 1 8     1.0    3.0
 51 2115.628975 3.870E-19 1.845E+01.06180.068  107.64240.75-.003490              1              0                    P  7      47566310 8 5 5 1 1    13.0   15.0
 51 2115.813813 1.351E-27 4.786E+01.06180.068 4339.32740.75-.001700              3              2                    R  6      47566310 8 5 5 1 8    15.0   13.0
 51 2119.304720 1.361E-27 4.851E+01.06060.066 4365.74430.75-.001704              3              2                    R  7      47566310 8 5 5 1 8    17.0   15.0
 51 2119.680959 3.789E-19 1.880E+01.06320.069   80.73540.74-.003440              1              0                    P  6      47566310 8 5 5 1 1    11.0   13.0
 51 2120.566086 5.586E-24 2.298E+01.08030.087 2143.27110.76-.002018              2              1                    R  0      47566310 8 5 5 1 8     3.0    1.0
 51 2122.759452 1.324E-27 4.908E+01.05950.065 4395.93220.75-.001720              3              2                    R  8      47566310 8 5 5 1 8    19.0   17.0
 51 2123.698818 3.539E-19 1.926E+01.06510.071   57.67040.74-.003310              1              0                    P  5      47566310 8 5 5 1 1     9.0   11.0
 51 2124.305960 1.099E-23 2.773E+01.07570.081 2147.08110.75-.001922              2              1                    R  1      47566310 8 5 5 1 8     5.0    3.0
 51 2126.177862 1.250E-27 4.959E+01.05860.064 4429.88980.75-.001746              3              2                    R  9      47566310 8 5 5 1 8    21.0   19.0
 51 2127.682406 3.114E-19 1.992E+01.06770.074   38.44810.74-.003090              1              0                    P  4      47566310 8 5 5 1 1     7.0    9.0
 51 2128.010537 1.591E-23 2.987E+01.07120.077 2154.70100.74-.001841              2              1                    R  2      47566310 8 5 5 1 8     7.0    5.0
 51 2129.559803 1.147E-27 5.006E+01.05770.063 4467.61580.75-.001781              3              2                    R 10      47566310 8 5 5 1 8    23.0   21.0
 51 2131.631576 2.522E-19 2.104E+01.07120.077   23.06950.74-.002030              1              0                    P  3      47566310 8 5 5 1 1     5.0    7.0
 51 2131.679670 2.011E-23 3.114E+01.06770.074 2166.13050.74-.001780              2              1                    R  3      47566310 8 5 5 1 8     9.0    7.0
 51 2132.905128 1.024E-27 5.049E+01.05690.062 4509.10880.74-.001824              3              2                    R 11      47566310 8 5 5 1 8    25.0   23.0
 51 2135.313212 2.339E-23 3.202E+01.06510.071 2181.36920.74-.001736              2              1                    R  4      47566310 8 5 5 1 8    11.0    9.0
 51 2135.546180 1.782E-19 2.351E+01.07570.081   11.53500.75-.002660              1              0                    P  2      47566310 8 5 5 1 1     3.0    5.0
 51 2136.213692 8.921E-28 5.089E+01.05610.060 4554.36700.73-.001872              3              2                    R 12      47566310 8 5 5 1 8    27.0   25.0
 51 2138.911016 2.563E-23 3.269E+01.06320.069 2200.41640.74-.001710              2              1                    R  5      47566310 8 5 5 1 8    13.0   11.0
 51 2139.426073 9.268E-20 3.546E+01.08030.087    3.84500.76-.003010              1              0                    P  1      47566310 8 5 5 1 1     1.0    3.0
 51 2139.485346 7.583E-28 5.127E+01.05530.059 4603.38890.72-.001924              3              2                    R 13      47566310 8 5 5 1 8    29.0   27.0
 51 2142.472937 2.681E-23 3.322E+01.06180.068 2223.27140.75-.001700              2              1                    R  6      47566310 8 5 5 1 8    15.0   13.0
 51 2142.719945 6.298E-28 5.164E+01.05450.059 4656.17240.71-.001981              3              2                    R 14      47566310 8 5 5 1 8    31.0   29.0
 51 2145.917342 5.112E-28 5.199E+01.05380.058 4712.71560.70-.002040              3              2                    R 15      47566310 8 5 5 1 8    33.0   31.0
 51 2145.998825 2.697E-23 3.368E+01.06060.066 2249.93340.75-.001704              2              1                    R  7      47566310 8 5 5 1 8    17.0   15.0
 51 2147.081134 9.480E-20 1.195E+01.08030.087    0.00000.76-.002100              1              0                    R  0      47566310 8 5 5 1 1     3.0    1.0
 51 2149.077391 4.059E-28 5.233E+01.05310.057 4773.01610.69-.002101              3              2                    R 16      47566310 8 5 5 1 8    35.0   33.0
 51 2149.488536 2.621E-23 3.407E+01.05950.065 2280.40130.75-.001720              2              1                    R  8      47566310 8 5 5 1 8    19.0   17.0
 51 2150.856008 1.865E-19 1.442E+01.07570.081    3.84500.75-.002400              1              0                    R  1      47566310 8 5 5 1 1     5.0    3.0
 51 2152.199945 3.153E-28 5.266E+01.05240.056 4837.07170.68-.002163              3              2                    R 17      47566310 8 5 5 1 8    37.0   35.0
 51 2152.941923 2.470E-23 3.443E+01.05860.064 2314.67390.75-.001746              2              1                    R  9      47566310 8 5 5 1 8    21.0   19.0
 51 2154.595584 2.700E-19 1.554E+01.07120.077   11.53500.74-.002620              1              0                    R  2      47566310 8 5 5 1 1     7.0    5.0
 51 2155.284858 2.398E-28 5.297E+01.05170.055 4904.87990.67-.002226              3              2                    R 18      47566310 8 5 5 1 8    39.0   37.0
 51 2156.358838 2.262E-23 3.475E+01.05770.063 2352.74990.75-.001781              2              1                    R 10      47566310 8 5 5 1 8    23.0   21.0
 51 2158.299712 3.410E-19 1.620E+01.06770.074   23.06950.74-.002530              1              0                    R  3      47566310 8 5 5 1 1     9.0    7.0
 51 2158.331983 1.786E-28 5.328E+01.05100.054 4976.43800.67-.002290              3              2                    R 19      47566310 8 5 5 1 8    41.0   39.0
 51 2159.739136 2.017E-23 3.505E+01.05690.062 2394.62790.74-.001824              2              1                    R 11      47566310 8 5 5 1 8    25.0   23.0
 51 2161.341174 1.303E-28 5.359E+01.05030.053 5051.74320.67-.002353              3              2                    R 20      47566310 8 5 5 1 8    43.0   41.0
 51 2161.968247 3.963E-19 1.665E+01.06510.071   38.44810.74-.002660              1              0                    R  4      47566310 8 5 5 1 1    11.0    9.0
 51 2163.082669 1.753E-23 3.533E+01.05610.060 2440.30620.73-.001872              2              1                    R 12      47566310 8 5 5 1 8    27.0   25.0
 51 2164.312285 9.308E-29 5.388E+01.04960.053 5130.79260.67-.002416              3              2                    R 21      47566310 8 5 5 1 8    45.0   43.0
 51 2165.601042 4.340E-19 1.700E+01.06320.069   57.67040.74-.002590              1              0                    R  5      47566310 8 5 5 1 1    13.0   11.0
 51 2166.389291 1.487E-23 3.560E+01.05530.059 2489.78310.72-.001924              2              1                    R 13      47566310 8 5 5 1 8    29.0   27.0
 51 2167.245169 6.518E-29 5.417E+01.04900.052 5213.58320.67-.002479              3              2                    R 22      47566310 8 5 5 1 8    47.0   45.0
 51 2169.197951 4.535E-19 1.728E+01.06180.068   80.73540.75-.002540              1              0                    R  6      47566310 8 5 5 1 1    15.0   13.0
 51 2169.658856 1.232E-23 3.586E+01.05450.059 2543.05670.71-.001981              2              1                    R 14      47566310 8 5 5 1 8    31.0   29.0
 51 2170.139681 4.474E-29 5.446E+01.04830.051 5300.11170.67-.002540              3              2                    R 23      47566310 8 5 5 1 8    49.0   47.0
 51 2172.758825 4.556E-19 1.752E+01.06060.066  107.64240.75-.002600              1              0                    R  7      47566310 8 5 5 1 1    17.0   15.0
 51 2172.891217 9.978E-24 3.610E+01.05380.058 2600.12490.70-.002040              2              1                    R 15      47566310 8 5 5 1 8    33.0   31.0
 51 2172.995675 3.010E-29 5.474E+01.04770.051 5390.37470.67-.002601              3              2                    R 24      47566310 8 5 5 1 8    51.0   49.0
 51 2175.813004 1.986E-29 5.501E+01.04710.050 5484.36870.67-.002661              3              2                    R 25      47566310 8 5 5 1 8    53.0   51.0
 51 2176.086228 7.901E-24 3.634E+01.05310.057 2660.98550.69-.002101              2              1                    R 16      47566310 8 5 5 1 8    35.0   33.0
 51 2176.283520 4.423E-19 1.772E+01.05950.065  138.39040.75-.002420              1              0                    R  8      47566310 8 5 5 1 1    19.0   17.0
 51 2178.591523 1.285E-29 5.528E+01.04650.049 5582.09010.67-.002719              3              2                    R 26      47566310 8 5 5 1 8    55.0   53.0
 51 2179.243742 6.121E-24 3.657E+01.05240.056 2725.63610.68-.002163              2              1                    R 17      47566310 8 5 5 1 8    37.0   35.0
 51 2179.771887 4.162E-19 1.791E+01.05860.064  172.97800.75-.002550              1              0                    R  9      47566310 8 5 5 1 1    21.0   19.0
 51 2181.331085 8.149E-30 5.555E+01.04600.049 5683.53510.67-.002777              3              2                    R 27      47566310 8 5 5 1 8    57.0   55.0
 51 2182.363614 4.641E-24 3.679E+01.05170.055 2794.07440.67-.002226              2              1                    R 18      47566310 8 5 5 1 8    39.0   37.0
 51 2183.223781 3.805E-19 1.808E+01.05770.063  211.40410.75-.002540              1              0                    R 10      47566310 8 5 5 1 1    23.0   21.0
 51 2184.031545 5.071E-30 5.581E+01.04540.048 5788.69960.67-.002833              3              2                    R 28      47566310 8 5 5 1 8    59.0   57.0
